BusinessEntityID,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned,BikeBuyer 
10427,M,50001-75000,F,3,1,Bachelors ,Management,1,1,1
10442,M,75001-100000,F,0,0,Bachelors ,Professional,1,3,0
10461,M,75001-100000,F,4,4,Graduate Degree,Management,0,1,0
10478,M,50001-75000,F,4,0,Bachelors ,Management,1,2,0
9636,M,25001-50000,F,0,0,Graduate Degree,Skilled Manual,1,0,0
10197,M,0-25000,F,0,0,Partial College,Manual,0,1,1
10204,M,0-25000,M,0,0,Partial High School,Manual,1,2,0
10238,M,50001-75000,F,2,0,High School,Professional,1,2,1
10270,M,75001-100000,M,5,5,Bachelors ,Professional,1,3,0
10295,M,75001-100000,F,4,2,Partial College,Professional,1,1,0
10299,M,75001-100000,F,5,5,Partial College,Professional,1,3,1
10304,M,50001-75000,F,2,1,Partial College,Professional,1,2,1
10306,M,75001-100000,M,4,4,Bachelors ,Professional,1,0,0
10340,M,50001-75000,F,3,2,Graduate Degree,Professional,1,0,0
10365,M,0-25000,F,1,1,Partial College,Manual,1,0,1
10397,M,25001-50000,F,3,3,Partial College,Clerical,1,2,0
10399,M,greater than 100000,F,1,3,Partial College,Professional,1,4,0
10431,M,greater than 100000,F,3,3,Partial College,Professional,0,4,0
10438,M,25001-50000,F,1,0,Bachelors ,Clerical,0,0,1
9806,M,75001-100000,F,5,0,Bachelors ,Management,1,2,1
10465,M,0-25000,F,2,1,Partial High School,Clerical,1,2,0
10472,M,50001-75000,F,4,0,Graduate Degree,Management,1,2,0
10499,M,50001-75000,F,5,5,Bachelors ,Professional,1,3,0
10356,M,0-25000,F,2,1,Partial High School,Clerical,1,2,0
10381,M,greater than 100000,F,2,3,Bachelors ,Management,1,4,0
10422,M,50001-75000,F,5,0,Graduate Degree,Management,1,2,1
10424,M,25001-50000,F,1,0,Bachelors ,Skilled Manual,1,0,1
10447,M,greater than 100000,F,2,4,Bachelors ,Management,0,2,0
10449,M,50001-75000,F,3,0,Partial College,Professional,0,2,1
10479,M,75001-100000,F,3,4,Bachelors ,Management,1,4,0
10488,M,50001-75000,F,4,3,Partial College,Professional,1,1,0
10490,M,75001-100000,F,3,4,Partial College,Professional,1,4,0
10515,M,50001-75000,F,3,0,Graduate Degree,Management,0,2,0
10522,M,0-25000,F,0,0,Partial College,Manual,1,1,1
10524,M,50001-75000,F,2,0,Partial High School,Skilled Manual,0,2,1
10554,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,1
10556,M,50001-75000,F,1,0,Graduate Degree,Professional,1,0,1
10558,M,25001-50000,F,2,2,Partial College,Clerical,0,1,0
10581,M,25001-50000,F,1,0,Graduate Degree,Skilled Manual,1,0,0
10588,M,25001-50000,F,4,0,Graduate Degree,Clerical,1,0,1
10590,M,75001-100000,F,5,0,Bachelors ,Management,1,2,0
10647,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,1
10375,M,25001-50000,F,3,0,Partial College,Clerical,0,2,1
10377,M,75001-100000,F,1,2,Partial College,Professional,1,4,1
10394,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,1,1
10409,M,25001-50000,F,2,1,Partial High School,Skilled Manual,0,3,0
10411,M,25001-50000,F,0,0,Graduate Degree,Clerical,1,0,1
10428,M,greater than 100000,F,3,4,Partial College,Professional,1,3,1
10477,M,50001-75000,F,2,1,Partial College,Professional,0,2,1
10494,M,25001-50000,F,1,0,Partial College,Clerical,1,1,1
10509,M,25001-50000,F,1,1,Bachelors ,Clerical,1,1,0
10526,M,0-25000,F,2,0,Partial College,Manual,1,0,1
10528,M,50001-75000,F,1,1,Graduate Degree,Skilled Manual,1,0,1
10592,M,25001-50000,F,4,0,Graduate Degree,Clerical,1,0,0
10594,M,75001-100000,F,5,0,Partial High School,Skilled Manual,0,2,0
10662,M,50001-75000,F,0,0,Graduate Degree,Professional,1,0,0
10482,M,25001-50000,F,2,0,High School,Skilled Manual,1,2,0
10489,M,50001-75000,F,2,0,High School,Professional,1,2,0
10521,M,25001-50000,F,1,0,Bachelors ,Clerical,1,0,0
10532,M,50001-75000,F,1,1,Graduate Degree,Skilled Manual,1,0,0
10539,M,0-25000,F,1,1,Partial College,Manual,1,0,0
10546,M,75001-100000,F,5,4,Partial College,Professional,1,3,0
10557,M,0-25000,F,3,3,High School,Manual,1,1,1
10564,M,50001-75000,F,5,4,Partial College,Skilled Manual,1,3,0
10582,M,50001-75000,F,2,0,Graduate Degree,Professional,1,0,0
10321,M,50001-75000,F,2,0,High School,Professional,0,2,0
10121,M,0-25000,F,3,2,Partial High School,Manual,1,1,1
9989,M,50001-75000,F,1,0,Graduate Degree,Professional,1,0,1
9978,M,50001-75000,M,0,0,Bachelors ,Professional,1,3,1
9939,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,0
9921,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,2,0
9903,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,1,1
10632,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,1
10650,M,50001-75000,F,5,0,Graduate Degree,Management,1,2,1
10664,M,0-25000,F,0,0,Partial High School,Manual,1,2,0
10671,M,25001-50000,F,0,0,Partial College,Skilled Manual,1,1,0
9212,M,25001-50000,M,1,0,High School,Clerical,1,1,0
10480,M,25001-50000,F,0,0,High School,Skilled Manual,1,2,0
10516,M,50001-75000,F,4,0,Bachelors ,Management,1,2,0
10523,M,25001-50000,F,1,0,Bachelors ,Skilled Manual,1,0,0
10566,M,greater than 100000,F,4,3,Bachelors ,Management,1,3,1
10573,M,greater than 100000,F,1,3,Bachelors ,Management,1,3,1
10580,M,25001-50000,F,2,2,Partial College,Clerical,1,0,1
9344,M,75001-100000,M,5,5,Bachelors ,Professional,1,4,0
10605,M,25001-50000,F,2,0,Partial College,Skilled Manual,0,2,0
10623,M,25001-50000,F,4,0,High School,Professional,1,2,0
10630,M,50001-75000,F,1,0,Graduate Degree,Professional,1,0,0
10648,M,50001-75000,F,2,2,Graduate Degree,Professional,1,0,1
10673,M,75001-100000,F,4,2,High School,Professional,1,2,1
10691,M,75001-100000,F,4,4,Graduate Degree,Management,1,1,1
10698,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,0
10705,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,1,1
10723,M,25001-50000,F,0,0,High School,Skilled Manual,1,2,0
10755,M,25001-50000,F,1,1,Bachelors ,Clerical,1,1,0
10435,M,50001-75000,F,4,3,High School,Professional,1,0,0
10453,M,25001-50000,F,4,0,High School,Professional,0,2,1
10485,M,greater than 100000,F,0,5,Partial High School,Professional,1,4,0
10500,M,25001-50000,F,0,0,Graduate Degree,Clerical,1,0,1
10503,M,75001-100000,F,0,5,High School,Management,0,2,0
10518,M,75001-100000,F,3,0,Graduate Degree,Professional,1,0,1
10568,M,50001-75000,F,1,0,Graduate Degree,Professional,1,0,1
10586,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,1
10600,M,0-25000,F,2,0,Partial College,Manual,1,1,1
10617,M,25001-50000,F,3,0,High School,Skilled Manual,0,2,1
10635,M,75001-100000,F,4,1,Partial College,Professional,1,2,1
10653,M,50001-75000,F,1,0,Graduate Degree,Professional,1,0,1
10717,M,25001-50000,F,1,0,Partial College,Clerical,1,1,1
10718,M,50001-75000,F,1,0,Graduate Degree,Professional,1,0,1
10721,M,50001-75000,F,1,1,Graduate Degree,Skilled Manual,1,0,1
10736,M,50001-75000,F,4,2,Bachelors ,Skilled Manual,1,2,1
10495,M,25001-50000,F,0,0,Graduate Degree,Clerical,1,0,1
10512,M,50001-75000,F,3,2,Partial College,Skilled Manual,1,2,0
10525,M,25001-50000,F,2,0,High School,Skilled Manual,0,2,0
10527,M,75001-100000,F,0,0,Bachelors ,Professional,1,4,0
10542,M,0-25000,F,0,0,Partial High School,Manual,0,2,0
10544,M,75001-100000,F,4,1,High School,Management,1,3,0
10559,M,25001-50000,F,1,0,Partial College,Clerical,1,1,0
10576,M,25001-50000,M,2,0,Partial College,Skilled Manual,0,2,0
10578,M,50001-75000,F,2,1,Partial College,Professional,1,2,1
10610,M,0-25000,F,3,2,Partial High School,Manual,0,2,0
10627,M,25001-50000,F,2,0,High School,Clerical,0,2,0
10629,M,50001-75000,F,5,4,Graduate Degree,Professional,1,1,0
10642,M,75001-100000,F,2,0,Graduate Degree,Professional,1,0,1
10644,M,50001-75000,F,2,0,High School,Professional,0,2,1
10659,M,75001-100000,F,1,2,Partial College,Professional,1,3,0
10661,M,0-25000,F,2,1,High School,Skilled Manual,1,2,0
10678,M,50001-75000,F,2,2,Bachelors ,Skilled Manual,1,0,1
9138,M,25001-50000,F,3,3,Partial College,Clerical,1,1,0
9206,M,75001-100000,M,2,0,High School,Skilled Manual,1,2,1
9423,M,50001-75000,F,5,2,Partial High School,Skilled Manual,1,2,1
8087,M,25001-50000,F,0,0,Bachelors ,Professional,0,1,1
9691,M,25001-50000,F,0,0,Bachelors ,Professional,0,1,1
9774,M,0-25000,F,1,1,Partial College,Manual,1,0,1
10487,M,25001-50000,F,1,1,Graduate Degree,Skilled Manual,1,0,1
10502,M,50001-75000,F,0,0,Graduate Degree,Professional,1,1,0
10519,M,50001-75000,F,4,2,Partial College,Professional,1,2,1
10520,M,0-25000,F,2,0,Partial College,Manual,1,1,1
10601,M,50001-75000,F,1,0,Graduate Degree,Professional,1,0,0
10619,M,50001-75000,F,0,0,Partial College,Professional,1,2,0
10637,M,50001-75000,F,4,4,Bachelors ,Skilled Manual,1,3,0
10652,M,0-25000,F,2,1,Partial High School,Clerical,1,3,0
9633,M,50001-75000,F,1,0,Bachelors ,Professional,1,1,1
9551,M,0-25000,F,0,0,High School,Manual,0,1,0
10687,M,50001-75000,F,3,0,Graduate Degree,Professional,1,0,1
10701,M,greater than 100000,F,4,4,Bachelors ,Management,1,4,0
10702,M,50001-75000,F,5,5,Graduate Degree,Professional,1,3,0
10720,M,25001-50000,F,2,0,Bachelors ,Management,0,2,1
10734,M,0-25000,F,1,0,Partial College,Manual,1,0,0
9466,M,75001-100000,M,1,0,Graduate Degree,Professional,1,0,1
10751,M,75001-100000,F,2,1,Partial College,Professional,1,0,0
10784,M,50001-75000,F,0,0,Bachelors ,Professional,0,4,0
10787,M,75001-100000,M,4,0,Graduate Degree,Management,1,2,0
10801,M,50001-75000,F,0,0,Partial College,Professional,0,2,0
10504,M,75001-100000,F,4,1,High School,Professional,1,3,0
9804,M,0-25000,F,4,0,High School,Manual,1,2,0
10531,M,75001-100000,F,3,2,Partial College,Professional,1,4,1
10540,M,25001-50000,F,2,1,Partial High School,Skilled Manual,1,2,0
10574,M,50001-75000,F,1,0,Graduate Degree,Professional,1,0,0
10608,M,50001-75000,F,5,0,Bachelors ,Management,0,2,0
10640,M,greater than 100000,F,0,5,Partial High School,Professional,0,4,1
10663,M,0-25000,F,1,1,High School,Manual,1,0,1
10674,M,50001-75000,F,2,1,Bachelors ,Management,1,1,0
10697,M,50001-75000,F,4,2,Partial College,Professional,1,1,0
10699,M,0-25000,F,0,0,Partial High School,Manual,0,2,0
10731,M,greater than 100000,F,4,3,Partial College,Professional,1,4,0
10733,M,25001-50000,F,2,0,High School,Skilled Manual,0,2,0
10740,M,25001-50000,F,0,0,High School,Skilled Manual,1,2,0
10763,M,0-25000,M,0,0,Partial High School,Manual,0,2,0
10765,M,25001-50000,M,0,0,Graduate Degree,Clerical,1,0,1
10772,M,25001-50000,M,5,0,Graduate Degree,Clerical,1,0,0
10797,M,0-25000,M,0,0,High School,Manual,0,1,0
10806,M,25001-50000,M,0,0,Graduate Degree,Clerical,1,0,1
10658,M,50001-75000,F,1,0,Graduate Degree,Professional,1,0,1
10681,M,25001-50000,F,5,0,Partial High School,Skilled Manual,1,3,1
10683,M,25001-50000,F,2,0,Partial College,Clerical,0,2,0
10690,M,50001-75000,F,4,0,Graduate Degree,Management,1,2,1
10713,M,0-25000,M,0,0,Partial College,Manual,1,1,1
10715,M,0-25000,F,2,0,High School,Manual,0,2,0
10747,M,0-25000,M,1,0,Graduate Degree,Clerical,1,0,1
10749,M,0-25000,M,1,0,Graduate Degree,Clerical,1,0,0
10758,M,75001-100000,M,5,0,Partial College,Professional,1,2,0
10783,M,50001-75000,M,5,5,Bachelors ,Professional,0,3,0
10788,M,greater than 100000,M,3,4,High School,Professional,1,3,1
10792,M,25001-50000,F,1,0,Bachelors ,Skilled Manual,1,0,1
10815,M,25001-50000,M,1,1,Bachelors ,Clerical,1,0,1
10817,M,75001-100000,M,4,1,High School,Professional,0,3,0
10824,M,25001-50000,F,3,0,Partial College,Professional,0,2,1
10847,M,75001-100000,M,2,3,High School,Professional,1,4,0
10856,M,75001-100000,M,4,4,Graduate Degree,Management,1,0,1
10858,M,greater than 100000,F,3,4,Partial College,Professional,1,3,1
10881,M,50001-75000,M,2,1,Partial College,Professional,1,1,0
10892,M,greater than 100000,M,1,0,Graduate Degree,Management,1,0,1
10915,M,75001-100000,F,0,0,Bachelors ,Professional,1,0,1
10924,M,25001-50000,M,3,3,Partial College,Clerical,1,2,0
10947,M,25001-50000,M,4,0,High School,Professional,0,2,1
10956,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,1
10677,M,75001-100000,F,3,2,Partial College,Professional,0,1,0
10709,M,50001-75000,F,4,3,High School,Professional,1,0,0
10745,M,greater than 100000,M,3,2,Bachelors ,Management,1,4,0
10777,M,50001-75000,F,2,1,Partial College,Professional,1,2,0
10779,M,25001-50000,M,0,0,Bachelors ,Clerical,1,0,1
10794,M,greater than 100000,F,4,4,Partial College,Professional,1,4,0
10809,M,0-25000,M,1,0,Partial College,Manual,1,0,0
10860,M,25001-50000,M,2,0,Partial College,Clerical,1,1,0
10862,M,75001-100000,F,2,0,Bachelors ,Professional,0,0,1
10877,M,25001-50000,F,2,0,High School,Skilled Manual,0,2,0
10896,M,50001-75000,M,2,0,High School,Skilled Manual,0,2,1
10926,M,25001-50000,F,1,0,High School,Manual,1,1,0
10943,M,0-25000,F,2,1,Partial High School,Clerical,0,2,0
10945,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,2,0
10960,M,50001-75000,F,0,0,Partial College,Skilled Manual,0,2,0
10977,M,0-25000,M,1,0,Bachelors ,Manual,1,0,1
9974,M,25001-50000,F,2,1,High School,Professional,1,2,1
9976,M,25001-50000,F,2,2,Partial College,Clerical,1,0,1
10110,M,0-25000,M,0,0,Partial High School,Manual,1,2,0
10325,M,50001-75000,F,2,0,High School,Professional,0,2,0
10712,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,0,0
10746,M,25001-50000,M,1,0,Bachelors ,Skilled Manual,1,0,0
10761,M,50001-75000,M,5,5,Bachelors ,Professional,1,3,0
10776,M,50001-75000,F,4,1,Partial College,Professional,1,2,1
10795,M,0-25000,M,1,0,Bachelors ,Manual,1,0,0
10810,M,75001-100000,M,5,1,High School,Management,1,3,0
10844,M,75001-100000,M,5,5,Graduate Degree,Management,1,3,0
10846,M,25001-50000,M,1,0,Bachelors ,Clerical,1,0,0
10859,M,0-25000,F,1,0,Graduate Degree,Clerical,1,0,0
10863,M,75001-100000,F,4,0,Graduate Degree,Management,1,2,0
10876,M,25001-50000,F,2,0,Partial College,Clerical,0,2,0
10878,M,50001-75000,F,1,1,Graduate Degree,Skilled Manual,1,0,1
10910,M,75001-100000,F,5,0,Bachelors ,Management,1,2,0
10927,M,50001-75000,F,2,1,Bachelors ,Management,1,0,0
10929,M,0-25000,M,0,0,Partial High School,Manual,0,2,1
10944,M,50001-75000,F,3,0,Graduate Degree,Management,1,2,1
10946,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,1,0
10961,M,50001-75000,F,0,0,Partial College,Skilled Manual,1,2,1
10675,M,75001-100000,F,4,0,Graduate Degree,Management,1,2,0
10682,M,75001-100000,F,5,4,Partial College,Professional,1,3,0
10696,M,75001-100000,F,1,0,Partial College,Skilled Manual,1,1,1
10725,M,25001-50000,F,1,0,Partial College,Clerical,1,1,1
10757,M,25001-50000,M,0,0,Bachelors ,Clerical,1,0,1
10789,M,75001-100000,M,5,5,Graduate Degree,Management,1,2,0
10800,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,1,0
10814,M,50001-75000,F,4,3,High School,Professional,1,1,0
10825,M,25001-50000,M,3,0,Graduate Degree,Clerical,1,0,1
10839,M,50001-75000,M,3,1,Partial High School,Skilled Manual,0,4,0
10850,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,1,1
10864,M,50001-75000,F,4,0,Bachelors ,Management,1,2,1
10875,M,greater than 100000,M,4,1,Bachelors ,Management,1,4,0
10889,M,50001-75000,F,5,5,Graduate Degree,Professional,0,3,0
10900,M,25001-50000,M,2,0,Bachelors ,Management,1,2,0
10907,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,2,1
10914,M,25001-50000,M,1,0,Bachelors ,Skilled Manual,1,0,0
10932,M,75001-100000,F,0,0,Graduate Degree,Management,0,1,1
10939,M,greater than 100000,F,4,3,Partial College,Professional,1,4,1
10950,M,50001-75000,F,3,1,High School,Professional,1,1,1
10975,M,50001-75000,F,0,0,Bachelors ,Professional,1,3,1
10808,M,75001-100000,M,0,5,High School,Management,1,3,0
10840,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,1
10842,M,greater than 100000,M,3,5,Partial High School,Professional,1,2,1
9772,M,75001-100000,F,5,2,Partial College,Professional,0,1,1
9761,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,1
9831,M,0-25000,F,0,0,Bachelors ,Clerical,0,0,1
9972,M,greater than 100000,F,2,2,Graduate Degree,Management,1,2,0
10129,M,greater than 100000,F,4,5,Partial College,Professional,0,4,1
10195,M,50001-75000,F,3,0,Graduate Degree,Management,1,2,0
10463,M,25001-50000,F,4,0,Bachelors ,Management,1,2,0
10867,M,50001-75000,M,2,0,Graduate Degree,Management,1,1,1
10872,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,1,1
10897,M,75001-100000,M,5,5,Graduate Degree,Management,1,2,0
10899,M,25001-50000,M,3,0,Graduate Degree,Clerical,1,0,0
10906,M,greater than 100000,M,1,3,Partial College,Professional,0,3,1
10908,M,greater than 100000,F,2,4,Graduate Degree,Management,1,1,0
10931,M,25001-50000,M,2,0,Partial College,Clerical,0,2,1
10965,M,25001-50000,M,1,0,Bachelors ,Skilled Manual,1,0,0
10771,M,25001-50000,F,3,3,Partial College,Clerical,0,0,0
10785,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,0,2,0
10786,M,50001-75000,F,3,0,Graduate Degree,Management,1,2,0
10835,M,50001-75000,F,5,5,Graduate Degree,Professional,1,2,0
10871,M,50001-75000,F,3,1,Bachelors ,Management,1,1,1
10885,M,0-25000,F,2,0,Partial College,Manual,1,1,0
10903,M,75001-100000,F,0,0,Bachelors ,Management,1,1,1
10918,M,50001-75000,F,3,0,Partial High School,Skilled Manual,0,2,0
10921,M,25001-50000,F,2,0,High School,Skilled Manual,1,2,0
10936,M,0-25000,F,1,1,High School,Manual,1,1,0
10704,M,75001-100000,F,2,0,Bachelors ,Management,1,3,1
10686,M,25001-50000,F,0,0,Bachelors ,Clerical,1,0,1
10668,M,greater than 100000,F,3,4,High School,Professional,1,4,0
10667,M,25001-50000,F,0,0,High School,Skilled Manual,1,2,1
10468,M,25001-50000,F,1,0,Partial College,Clerical,1,1,1
10250,M,25001-50000,M,1,0,Partial College,Clerical,1,1,0
10249,M,greater than 100000,F,1,3,Partial College,Professional,0,3,1
10766,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,1,0
10780,M,75001-100000,F,5,0,Bachelors ,Management,1,2,0
10791,M,75001-100000,F,4,0,Graduate Degree,Management,1,2,0
10798,M,greater than 100000,F,2,4,Graduate Degree,Management,1,3,0
10823,M,25001-50000,F,0,0,High School,Skilled Manual,1,2,0
10830,M,25001-50000,M,3,0,Partial College,Clerical,0,2,1
10841,M,25001-50000,F,1,0,Bachelors ,Skilled Manual,1,0,0
10855,M,50001-75000,M,0,0,Bachelors ,Professional,1,2,1
10873,M,25001-50000,M,3,0,Partial College,Clerical,0,2,0
9412,M,50001-75000,F,4,0,Bachelors ,Management,1,2,0
10891,M,50001-75000,F,4,3,Bachelors ,Professional,1,1,0
10909,M,75001-100000,M,1,0,Graduate Degree,Management,1,0,1
10916,M,50001-75000,F,3,1,Bachelors ,Management,1,1,0
10923,M,50001-75000,F,0,0,Bachelors ,Professional,0,1,0
10930,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,1
10941,M,50001-75000,F,3,0,Graduate Degree,Management,1,2,0
10966,M,75001-100000,M,5,1,High School,Management,1,4,0
10998,M,50001-75000,F,2,1,High School,Professional,1,2,1
11009,M,75001-100000,M,3,4,High School,Professional,1,3,0
9419,M,75001-100000,M,5,5,Bachelors ,Professional,1,4,0
11041,M,0-25000,M,2,2,High School,Manual,1,0,1
11066,M,25001-50000,F,0,0,Partial College,Skilled Manual,1,2,0
10802,M,25001-50000,F,4,0,High School,Professional,1,2,0
9465,M,75001-100000,F,2,2,Graduate Degree,Management,1,4,0
10837,M,50001-75000,F,3,0,Graduate Degree,Professional,1,0,1
10851,M,greater than 100000,F,5,5,Partial High School,Professional,1,4,0
10869,M,75001-100000,M,4,1,High School,Management,1,3,0
10870,M,0-25000,M,1,0,Bachelors ,Clerical,1,0,0
10887,M,50001-75000,M,5,4,Graduate Degree,Professional,1,2,0
10888,M,75001-100000,M,2,0,High School,Skilled Manual,1,2,1
10901,M,25001-50000,F,4,3,High School,Skilled Manual,1,4,0
10902,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,1,1
10938,M,25001-50000,F,2,2,Bachelors ,Skilled Manual,1,1,1
9447,M,50001-75000,F,2,1,Partial College,Professional,1,2,0
10955,M,50001-75000,F,3,0,Graduate Degree,Management,1,2,1
10969,M,50001-75000,F,2,1,Bachelors ,Management,1,1,0
10987,M,25001-50000,F,1,0,Partial College,Clerical,1,1,1
10988,M,50001-75000,F,2,1,Partial College,Professional,1,2,0
11001,M,50001-75000,F,3,0,Graduate Degree,Management,1,2,0
11055,M,0-25000,F,3,0,Partial High School,Manual,0,2,1
11069,M,25001-50000,F,2,1,High School,Professional,1,2,0
10185,M,50001-75000,M,2,2,Bachelors ,Skilled Manual,1,1,1
10985,M,50001-75000,M,3,2,Partial College,Professional,1,0,1
11003,M,25001-50000,F,1,0,Partial College,Clerical,1,1,1
11004,M,50001-75000,F,5,5,Graduate Degree,Professional,1,3,0
11018,M,25001-50000,M,2,0,Partial College,Clerical,1,1,0
11036,M,75001-100000,M,4,4,Graduate Degree,Management,1,1,1
11053,M,0-25000,M,1,0,Bachelors ,Manual,1,0,0
11054,M,50001-75000,F,1,1,Graduate Degree,Skilled Manual,1,0,1
11085,M,75001-100000,F,4,1,Partial College,Professional,1,4,0
11103,M,greater than 100000,M,3,4,Bachelors ,Management,0,4,0
11104,M,25001-50000,F,2,1,Partial High School,Skilled Manual,1,2,1
11118,M,75001-100000,M,2,0,Partial College,Skilled Manual,1,2,1
11121,M,50001-75000,F,2,0,Graduate Degree,Management,1,2,0
11135,M,25001-50000,M,3,0,High School,Skilled Manual,1,2,0
11136,M,25001-50000,M,1,0,Bachelors ,Clerical,1,0,1
11153,M,25001-50000,M,3,0,Graduate Degree,Clerical,1,0,1
11154,M,greater than 100000,M,5,5,High School,Management,1,4,0
11171,M,75001-100000,M,5,5,Graduate Degree,Management,0,3,1
11172,M,75001-100000,M,1,0,Graduate Degree,Professional,1,0,0
11185,M,50001-75000,F,4,2,Partial College,Professional,1,1,0
11204,M,50001-75000,M,5,1,High School,Professional,1,2,0
11221,M,greater than 100000,M,5,4,High School,Professional,1,4,0
11235,M,50001-75000,F,2,1,High School,Professional,1,2,1
11239,M,50001-75000,F,3,1,High School,Professional,1,2,1
10980,M,greater than 100000,M,1,3,Partial College,Professional,1,4,0
10993,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,1
10995,M,50001-75000,F,2,1,Bachelors ,Management,1,0,0
11010,M,75001-100000,M,1,0,Graduate Degree,Management,1,0,1
11012,M,greater than 100000,F,2,4,Graduate Degree,Management,0,3,0
11027,M,50001-75000,F,4,0,Graduate Degree,Management,1,2,1
11046,M,75001-100000,F,3,2,Partial College,Professional,1,4,1
11061,M,50001-75000,M,4,0,Graduate Degree,Professional,1,0,1
11063,M,50001-75000,F,3,0,Graduate Degree,Management,1,2,0
11080,M,75001-100000,M,0,2,Partial College,Professional,1,2,0
11112,M,25001-50000,M,0,0,Bachelors ,Clerical,1,0,1
11144,M,50001-75000,M,0,0,Graduate Degree,Skilled Manual,1,0,1
11146,M,50001-75000,F,0,0,Graduate Degree,Skilled Manual,1,0,1
11161,M,75001-100000,F,1,0,Partial College,Skilled Manual,1,1,1
11178,M,25001-50000,F,4,0,Graduate Degree,Clerical,1,0,1
11195,M,50001-75000,F,5,0,Bachelors ,Management,1,2,0
11197,M,50001-75000,M,4,4,Bachelors ,Professional,1,2,0
11210,M,50001-75000,F,0,0,Partial College,Skilled Manual,1,2,0
11212,M,75001-100000,M,5,0,Partial College,Professional,0,2,1
11214,M,50001-75000,M,1,0,Bachelors ,Professional,1,1,1
11229,M,0-25000,M,0,0,Partial College,Manual,1,0,1
11244,M,25001-50000,F,4,4,Partial College,Clerical,1,1,0
11246,M,75001-100000,F,5,4,Partial College,Professional,1,2,0
10958,M,75001-100000,F,4,4,Graduate Degree,Management,1,1,1
10990,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,0,0
11015,M,75001-100000,M,0,0,Bachelors ,Professional,1,3,1
11024,M,75001-100000,F,5,0,Bachelors ,Management,1,2,1
11026,M,75001-100000,M,5,0,Bachelors ,Management,1,2,1
11047,M,50001-75000,F,5,0,Bachelors ,Management,1,3,0
11049,M,75001-100000,F,3,2,Partial College,Professional,1,1,1
11056,M,75001-100000,F,4,3,High School,Professional,1,3,0
11090,M,25001-50000,F,4,0,High School,Professional,1,2,0
11092,M,25001-50000,M,1,0,Bachelors ,Clerical,1,0,1
11117,M,25001-50000,F,3,0,Partial College,Professional,0,2,1
11124,M,50001-75000,M,5,5,Bachelors ,Professional,1,3,1
11126,M,0-25000,M,1,0,Graduate Degree,Clerical,1,0,0
11149,M,75001-100000,F,5,4,Partial College,Professional,1,3,0
11151,M,50001-75000,F,5,5,Graduate Degree,Professional,1,3,0
11183,M,25001-50000,F,1,0,Partial College,Clerical,1,1,1
11190,M,25001-50000,M,3,0,High School,Skilled Manual,0,2,1
11215,M,50001-75000,F,3,2,Partial College,Professional,1,0,1
11217,M,50001-75000,M,2,2,Bachelors ,Professional,1,1,1
11226,M,0-25000,M,1,1,Partial College,Manual,1,1,1
11251,M,25001-50000,M,1,0,Bachelors ,Clerical,1,0,1
11258,M,greater than 100000,M,1,0,Graduate Degree,Management,1,1,0
10982,M,0-25000,M,1,1,Partial College,Manual,1,1,1
10989,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,0,1
11032,M,25001-50000,M,0,0,Bachelors ,Clerical,1,0,1
11050,M,50001-75000,F,2,1,Partial College,Professional,0,2,1
11057,M,25001-50000,F,0,0,High School,Skilled Manual,1,2,1
11064,M,greater than 100000,M,4,4,Partial College,Professional,0,4,0
11082,M,75001-100000,M,0,5,High School,Management,1,3,0
11089,M,greater than 100000,F,1,2,Graduate Degree,Management,1,3,0
11100,M,0-25000,M,1,0,Bachelors ,Manual,1,0,0
11114,M,50001-75000,F,5,5,Graduate Degree,Professional,1,2,0
11125,M,75001-100000,F,5,0,Bachelors ,Management,1,2,0
11132,M,25001-50000,F,1,0,Bachelors ,Skilled Manual,1,0,1
